date,region,sku,units,unit_price_usd
2026-01-08,north,GAD-050,34,29.39
2026-01-08,north,"BUNDLE, STARTER (A,B)",31,122.41
2026-01-09,north,WGT-200,32,224.63
2026-01-09,north,WGT-100,17,245.48
2026-01-09,north,"TOOL SET, ""PRO"", V2",7,178.33
2026-01-09,north,BRK-990,24,18.39
2026-01-09,north,WGT-100,7,96.28
2026-01-09,north,CBL-220,15,221.70
2026-01-09,north,WGT-100,18,232.31
2026-01-10,north,WGT-200,31,13.26
2026-01-10,north,BRK-990,26,16.68
2026-01-10,north,THB-300,30,185.14
2026-01-10,north,GAD-050,29,133.34
2026-01-10,north,CBL-220,31,152.55
2026-01-10,north,BRK-990,28,49.87
2026-01-10,north,"CABLE PACK, 3M/5M",27,3.12
2026-01-10,north,CBL-220,15,59.60
2026-01-10,north,SPR-410,32,170.63
2026-01-11,north,CBL-220,37,239.99
2026-01-11,north,GAD-075,9,110.70
2026-01-11,north,BRK-990,40,9.26
2026-01-11,north,GAD-050,5,32.16
2026-01-11,north,THB-300,27,157.74
2026-01-11,north,GAD-075,5,87.61
2026-01-11,north,THB-300,15,48.80
2026-01-11,north,WGT-200,27,102.31
2026-01-12,north,SPR-410,1,213.62
2026-01-12,north,CBL-220,30,240.90
2026-01-12,north,GAD-075,7,194.66
2026-01-12,north,BRK-990,2,156.34
2026-01-12,north,SPR-410,2,66.12
2026-01-12,north,"BUNDLE, STARTER (A,B)",17,152.41
2026-01-12,north,GAD-050,37,162.90
2026-01-12,north,GAD-075,22,204.52
2026-01-12,north,WGT-200,30,197.61
2026-01-13,north,WGT-100,12,169.91
2026-01-13,north,GAD-075,6,201.00
2026-01-13,north,SPR-410,21,119.55
2026-01-13,north,WGT-200,36,105.15
2026-01-13,north,CBL-220,12,92.83
2026-01-14,north,WGT-100,19,224.28
2026-01-14,north,WGT-200,22,31.28
2026-01-14,north,"KIT, DELUXE 12PC",32,5.37
2026-01-14,north,WGT-100,12,200.64
2026-01-14,north,THB-300,31,183.03
2026-01-14,north,BRK-990,11,42.06
2026-01-14,north,BRK-990,2,132.86
2026-01-14,north,SPR-410,31,129.93
2026-01-15,north,"TOOL SET, ""PRO"", V2",28,69.14
2026-01-15,north,WGT-200,32,148.93
2026-01-15,north,BRK-990,18,156.33
2026-01-15,north,GAD-075,38,32.14
2026-01-16,north,WGT-200,20,19.80
2026-01-16,north,"BUNDLE, STARTER (A,B)",5,80.98
2026-01-16,north,"CABLE PACK, 3M/5M",25,224.14
2026-01-16,north,WGT-200,4,161.01
2026-01-16,north,CBL-220,37,195.90
2026-01-17,north,SPR-410,5,12.04
2026-01-17,north,GAD-050,32,21.44
2026-01-17,north,GAD-075,39,14.46
2026-01-17,north,CBL-220,12,71.55
2026-01-17,north,GAD-075,22,200.72
2026-01-17,north,THB-300,6,5.50
2026-01-17,north,WGT-100,6,223.21
2026-01-18,north,"TOOL SET, ""PRO"", V2",7,112.86
2026-01-18,north,WGT-100,8,231.43
2026-01-18,north,WGT-200,32,63.42
2026-01-18,north,WGT-100,20,129.19
2026-01-19,north,"TOOL SET, ""PRO"", V2",22,163.87
2026-01-19,north,WGT-100,17,90.48
2026-01-19,north,SPR-410,4,164.17
2026-01-19,north,GAD-075,3,2.16
2026-01-19,north,CBL-220,16,32.10
2026-01-19,north,THB-300,40,241.70
2026-01-19,north,WGT-100,15,220.60
2026-01-20,north,GAD-050,3,227.18
2026-01-20,north,BRK-990,14,40.89
2026-01-20,north,CBL-220,38,199.44
2026-01-20,north,BRK-990,3,186.58
2026-01-20,north,"CABLE PACK, 3M/5M",21,205.13
2026-01-20,north,THB-300,2,93.34
2026-01-21,north,WGT-100,12,174.01
2026-01-21,north,WGT-100,27,38.10
2026-01-21,north,GAD-050,13,66.91
2026-01-21,north,WGT-200,4,170.90
2026-01-21,north,WGT-200,34,193.33
2026-01-21,north,CBL-220,22,104.45
2026-01-21,north,WGT-100,12,172.61
2026-01-22,north,BRK-990,35,228.01
2026-01-22,north,SPR-410,32,41.55
2026-01-22,north,WGT-100,13,156.28
2026-01-22,north,BRK-990,7,231.77
2026-01-22,north,"BUNDLE, STARTER (A,B)",6,81.27
2026-01-22,north,WGT-200,39,39.25
2026-01-23,north,GAD-075,25,170.35
2026-01-23,north,CBL-220,5,26.46
2026-01-23,north,GAD-075,38,2.66
2026-01-23,north,GAD-050,24,182.35
2026-01-23,north,GAD-050,37,79.93
2026-01-23,north,BRK-990,3,53.29
2026-01-23,north,GAD-050,1,186.10
2026-01-23,north,BRK-990,39,229.41
2026-01-24,north,CBL-220,2,249.15
2026-01-24,north,BRK-990,7,188.04
2026-01-24,north,SPR-410,27,135.37
2026-01-24,north,GAD-075,5,65.50
2026-01-24,north,"KIT, DELUXE 12PC",3,13.70
2026-01-24,north,"BUNDLE, STARTER (A,B)",11,65.48
2026-01-24,north,BRK-990,37,197.78
2026-01-24,north,WGT-100,34,112.43
2026-01-24,north,"CABLE PACK, 3M/5M",28,206.40
2026-01-24,north,WGT-100,11,115.21
2026-01-24,north,BRK-990,3,69.35
2026-01-24,north,WGT-100,21,65.70
2026-01-25,north,GAD-075,33,74.48
2026-01-25,north,THB-300,28,12.94
2026-01-25,north,CBL-220,32,148.05
2026-01-25,north,WGT-200,36,241.16
2026-01-25,north,SPR-410,32,113.52
2026-01-26,north,GAD-075,30,219.66
2026-01-26,north,"KIT, DELUXE 12PC",37,37.75
2026-01-26,north,CBL-220,30,232.14
2026-01-26,north,SPR-410,2,154.89
2026-01-26,north,WGT-200,13,31.51
2026-01-26,north,THB-300,38,100.08
2026-01-27,north,SPR-410,15,90.07
2026-01-27,north,WGT-200,38,109.16
2026-01-27,north,WGT-200,38,36.83
2026-01-27,north,THB-300,36,12.70
2026-01-27,north,SPR-410,15,231.27
2026-01-28,north,WGT-100,13,229.28
2026-01-28,north,"TOOL SET, ""PRO"", V2",20,68.88
2026-01-28,north,BRK-990,30,210.35
2026-01-28,north,WGT-100,7,191.96
2026-01-28,north,"KIT, DELUXE 12PC",8,182.97
2026-01-28,north,GAD-050,39,222.45
2026-01-28,north,THB-300,26,132.12
2026-01-28,north,GAD-050,14,52.81
2026-01-29,north,GAD-050,6,34.07
2026-01-29,north,CBL-220,39,209.82
2026-01-29,north,BRK-990,2,236.66
2026-01-29,north,GAD-075,22,183.49
2026-01-29,north,SPR-410,26,129.78
2026-01-30,north,SPR-410,39,15.74
2026-01-31,north,SPR-410,33,167.33
2026-01-31,north,GAD-050,40,3.77
