date,region,sku,units,unit_price_usd
2026-02-14,north,WGT-100,37,240.03
2026-02-14,north,GAD-075,5,73.28
2026-02-14,north,GAD-075,9,236.48
2026-02-14,north,THB-300,1,63.91
2026-02-14,north,BRK-990,11,173.54
2026-02-14,north,"TOOL SET, ""PRO"", V2",36,76.57
2026-02-14,north,GAD-050,40,46.54
2026-02-14,north,"BUNDLE, STARTER (A,B)",9,134.43
2026-02-14,north,WGT-100,18,221.12
2026-02-15,north,"KIT, DELUXE 12PC",29,201.39
2026-02-15,north,BRK-990,36,186.01
2026-02-15,north,"CABLE PACK, 3M/5M",28,135.37
2026-02-15,north,BRK-990,21,75.57
2026-02-15,north,"CABLE PACK, 3M/5M",24,87.10
2026-02-15,north,BRK-990,28,204.35
2026-02-15,north,THB-300,39,185.95
2026-02-15,north,SPR-410,2,204.50
2026-02-15,north,THB-300,33,109.93
2026-02-16,north,GAD-075,28,183.49
2026-02-16,north,"TOOL SET, ""PRO"", V2",19,130.69
2026-02-16,north,GAD-050,7,92.15
2026-02-16,north,THB-300,26,133.47
2026-02-17,north,WGT-100,3,9.00
2026-02-17,north,SPR-410,19,151.02
2026-02-17,north,GAD-075,2,31.25
2026-02-17,north,CBL-220,17,230.48
2026-02-17,north,GAD-050,6,137.93
2026-02-17,north,"KIT, DELUXE 12PC",20,31.08
2026-02-17,north,SPR-410,35,238.02
2026-02-18,north,CBL-220,37,67.96
2026-02-18,north,"CABLE PACK, 3M/5M",22,228.81
2026-02-18,north,GAD-075,32,104.03
2026-02-19,north,GAD-050,5,11.81
2026-02-19,north,GAD-050,9,6.81
2026-02-19,north,WGT-100,27,158.61
2026-02-19,north,WGT-200,40,79.24
2026-02-19,north,GAD-050,25,7.97
2026-02-19,north,CBL-220,10,37.50
2026-02-19,north,WGT-200,25,249.68
2026-02-19,north,BRK-990,5,181.75
2026-02-19,north,GAD-050,40,200.09
2026-02-19,north,THB-300,31,114.80
2026-02-20,north,SPR-410,13,182.89
2026-02-20,north,GAD-050,25,96.67
2026-02-20,north,THB-300,10,167.07
2026-02-20,north,GAD-050,38,220.32
2026-02-20,north,WGT-200,12,142.02
2026-02-20,north,WGT-200,13,40.82
2026-02-20,north,THB-300,38,6.63
2026-02-20,north,THB-300,2,54.38
2026-02-20,north,THB-300,13,217.32
2026-02-20,north,"TOOL SET, ""PRO"", V2",37,187.03
2026-02-20,north,THB-300,35,2.80
2026-02-21,north,GAD-075,30,174.30
2026-02-21,north,THB-300,22,249.62
2026-02-21,north,"BUNDLE, STARTER (A,B)",19,118.72
2026-02-21,north,"TOOL SET, ""PRO"", V2",4,129.65
2026-02-21,north,WGT-200,35,119.33
2026-02-21,north,CBL-220,29,111.76
2026-02-21,north,GAD-075,25,184.04
2026-02-22,north,SPR-410,20,147.03
2026-02-22,north,"CABLE PACK, 3M/5M",26,169.52
2026-02-22,north,GAD-050,9,197.92
2026-02-22,north,GAD-075,17,116.87
2026-02-22,north,CBL-220,23,128.87
2026-02-22,north,GAD-050,40,248.34
2026-02-22,north,THB-300,12,44.71
2026-02-23,north,WGT-100,19,117.62
2026-02-23,north,WGT-200,25,222.96
2026-02-23,north,GAD-050,37,182.03
2026-02-23,north,BRK-990,34,26.95
2026-02-24,north,GAD-075,11,123.39
2026-02-24,north,GAD-050,38,101.37
2026-02-24,north,CBL-220,2,174.13
2026-02-24,north,THB-300,20,49.16
2026-02-24,north,GAD-050,10,33.72
2026-02-24,north,THB-300,14,89.72
2026-02-24,north,GAD-050,26,148.54
2026-02-24,north,BRK-990,32,207.94
2026-02-24,north,SPR-410,24,64.56
2026-02-25,north,THB-300,25,248.16
2026-02-25,north,WGT-200,34,117.72
2026-02-25,north,"CABLE PACK, 3M/5M",17,167.28
2026-02-25,north,BRK-990,26,247.72
2026-02-25,north,GAD-075,31,247.80
2026-02-25,north,CBL-220,3,60.30
2026-02-25,north,THB-300,38,55.19
2026-02-25,north,"CABLE PACK, 3M/5M",35,173.95
2026-02-25,north,"KIT, DELUXE 12PC",34,243.15
2026-02-26,north,WGT-100,29,220.73
2026-02-26,north,CBL-220,33,195.88
2026-02-26,north,CBL-220,36,46.75
2026-02-26,north,WGT-200,29,79.97
2026-02-26,north,SPR-410,40,19.74
2026-02-27,north,GAD-050,26,131.02
2026-02-27,north,"KIT, DELUXE 12PC",39,65.21
2026-02-27,north,SPR-410,38,247.85
2026-02-27,north,THB-300,23,171.00
2026-02-27,north,GAD-050,21,191.56
2026-02-27,north,GAD-075,24,219.62
2026-02-27,north,THB-300,4,217.63
2026-02-27,north,GAD-050,9,25.56
2026-02-28,north,BRK-990,17,232.97
2026-02-28,north,WGT-200,18,191.50
2026-02-28,north,SPR-410,34,91.69
2026-02-28,north,WGT-100,9,150.09
2026-02-28,north,GAD-075,35,206.07
2026-02-28,north,CBL-220,2,154.14
