date,region,sku,units,unit_price_usd
2026-03-10,north,WGT-200,12,139.25
2026-03-10,north,SPR-410,30,59.05
2026-03-10,north,THB-300,5,248.07
2026-03-11,north,CBL-220,37,102.14
2026-03-11,north,GAD-050,10,63.93
2026-03-11,north,WGT-100,23,71.57
2026-03-11,north,SPR-410,32,204.25
2026-03-11,north,"TOOL SET, ""PRO"", V2",33,222.40
2026-03-11,north,CBL-220,14,9.23
2026-03-11,north,THB-300,15,19.59
2026-03-11,north,WGT-100,19,126.35
2026-03-12,north,CBL-220,11,185.93
2026-03-12,north,WGT-100,27,185.27
2026-03-12,north,THB-300,14,41.58
2026-03-12,north,"TOOL SET, ""PRO"", V2",39,192.98
2026-03-12,north,SPR-410,40,6.05
2026-03-14,north,"TOOL SET, ""PRO"", V2",1,206.71
2026-03-14,north,BRK-990,17,151.05
2026-03-14,north,"TOOL SET, ""PRO"", V2",33,101.00
2026-03-14,north,GAD-075,26,176.83
2026-03-14,north,CBL-220,5,106.85
2026-03-14,north,CBL-220,19,187.82
2026-03-14,north,BRK-990,33,166.52
2026-03-14,north,"CABLE PACK, 3M/5M",8,63.56
2026-03-15,north,GAD-075,19,171.58
2026-03-15,north,GAD-075,1,159.57
2026-03-15,north,THB-300,17,53.36
2026-03-15,north,GAD-075,25,20.65
2026-03-15,north,SPR-410,37,200.90
2026-03-15,north,THB-300,28,144.96
2026-03-15,north,GAD-050,10,139.53
2026-03-15,north,THB-300,30,78.29
2026-03-15,north,"CABLE PACK, 3M/5M",35,12.20
2026-03-16,north,GAD-050,2,170.71
2026-03-16,north,GAD-050,9,226.48
2026-03-16,north,"KIT, DELUXE 12PC",37,30.36
2026-03-16,north,WGT-200,11,194.55
2026-03-16,north,GAD-050,22,175.52
2026-03-17,north,"CABLE PACK, 3M/5M",30,57.36
2026-03-17,north,WGT-100,17,126.85
2026-03-18,north,WGT-100,4,38.47
2026-03-18,north,GAD-050,10,110.78
2026-03-18,north,WGT-200,12,67.34
2026-03-18,north,WGT-200,4,78.73
2026-03-18,north,WGT-200,36,124.21
2026-03-18,north,"CABLE PACK, 3M/5M",21,238.84
2026-03-18,north,SPR-410,37,27.46
2026-03-18,north,WGT-100,11,160.71
2026-03-19,north,SPR-410,14,22.38
2026-03-19,north,GAD-075,28,132.75
2026-03-19,north,THB-300,2,8.78
2026-03-19,north,THB-300,7,175.90
2026-03-19,north,CBL-220,27,156.02
2026-03-19,north,WGT-200,35,215.70
2026-03-19,north,SPR-410,4,143.33
2026-03-20,north,SPR-410,39,59.12
2026-03-20,north,BRK-990,27,105.13
2026-03-20,north,WGT-200,30,192.00
2026-03-20,north,GAD-050,3,6.81
2026-03-20,north,WGT-100,29,50.39
2026-03-20,north,WGT-200,4,131.84
2026-03-20,north,WGT-100,27,22.98
2026-03-20,north,BRK-990,23,6.04
2026-03-21,north,GAD-050,34,215.20
2026-03-21,north,GAD-050,40,7.85
2026-03-21,north,"KIT, DELUXE 12PC",28,12.16
2026-03-21,north,THB-300,10,244.47
2026-03-21,north,THB-300,6,70.97
2026-03-21,north,GAD-050,3,176.06
2026-03-21,north,WGT-100,16,176.16
2026-03-21,north,BRK-990,23,181.68
2026-03-22,north,THB-300,37,178.99
2026-03-22,north,SPR-410,9,36.03
2026-03-22,north,THB-300,12,45.51
2026-03-22,north,CBL-220,4,233.00
2026-03-22,north,CBL-220,20,51.57
2026-03-22,north,THB-300,13,235.38
2026-03-22,north,BRK-990,37,171.14
2026-03-23,north,BRK-990,34,95.36
2026-03-23,north,GAD-075,13,244.27
2026-03-23,north,THB-300,16,180.91
2026-03-23,north,GAD-050,37,9.04
2026-03-23,north,CBL-220,25,33.70
2026-03-24,north,BRK-990,30,218.86
2026-03-24,north,WGT-100,20,171.20
2026-03-24,north,THB-300,37,58.15
2026-03-24,north,THB-300,20,207.43
2026-03-24,north,"BUNDLE, STARTER (A,B)",19,54.82
2026-03-25,north,WGT-200,8,182.38
2026-03-25,north,BRK-990,8,194.68
2026-03-25,north,"CABLE PACK, 3M/5M",3,141.93
2026-03-25,north,SPR-410,16,178.58
2026-03-25,north,"TOOL SET, ""PRO"", V2",26,3.78
2026-03-25,north,GAD-050,4,203.57
2026-03-25,north,WGT-200,19,5.12
2026-03-25,north,GAD-050,35,155.32
2026-03-26,north,THB-300,25,156.14
2026-03-26,north,"TOOL SET, ""PRO"", V2",21,202.93
2026-03-26,north,THB-300,28,11.48
2026-03-26,north,WGT-200,13,80.66
2026-03-26,north,"TOOL SET, ""PRO"", V2",32,207.62
2026-03-26,north,SPR-410,23,135.51
2026-03-27,north,BRK-990,14,157.76
2026-03-27,north,WGT-200,34,90.31
2026-03-27,north,BRK-990,5,90.35
2026-03-27,north,THB-300,1,67.93
2026-03-27,north,SPR-410,16,124.98
2026-03-27,north,GAD-075,11,9.56
2026-03-27,north,WGT-100,28,204.95
2026-03-27,north,WGT-100,29,175.31
2026-03-28,north,GAD-050,8,246.23
2026-03-28,north,BRK-990,15,152.57
2026-03-28,north,GAD-075,33,94.70
2026-03-28,north,GAD-075,23,15.31
2026-03-28,north,GAD-075,36,41.86
2026-03-28,north,WGT-200,29,212.72
2026-03-28,north,GAD-075,5,139.43
2026-03-28,north,GAD-075,17,128.17
2026-03-28,north,SPR-410,21,137.38
2026-03-29,north,WGT-200,4,200.81
2026-03-29,north,WGT-200,22,227.54
2026-03-29,north,GAD-075,23,236.85
2026-03-29,north,GAD-050,26,156.14
2026-03-29,north,CBL-220,38,155.15
2026-03-30,north,WGT-100,38,237.39
2026-03-30,north,BRK-990,23,167.00
2026-03-30,north,GAD-075,9,162.35
2026-03-30,north,GAD-075,26,60.39
2026-03-30,north,SPR-410,22,105.77
2026-03-31,north,GAD-075,31,232.21
2026-03-31,north,GAD-075,24,225.84
2026-03-31,north,BRK-990,32,36.44
2026-03-31,north,BRK-990,33,236.52
2026-03-31,north,"CABLE PACK, 3M/5M",5,97.28
2026-03-31,north,THB-300,26,100.32
2026-03-31,north,CBL-220,36,236.17
2026-03-31,north,"BUNDLE, STARTER (A,B)",32,174.98
2026-03-31,north,WGT-100,30,132.74
2026-03-31,north,CBL-220,22,41.82
2026-03-31,north,"KIT, DELUXE 12PC",26,50.61
2026-03-31,north,GAD-050,8,225.79
2026-03-31,north,SPR-410,2,65.56
