I33	#DIV/0!
J33	478
A34	136
B34	0
C34	137
D34	-490
E34	387
F34	78
G34	-1401
H34	6
I34	277
J34	-36
A35	376
B35	853
C35	-128
D35	50
E35	5
F35	224
G35	#DIV/0!
H35	-136
I35	-1401
J35	317
A36	#DIV/0!
B36	277
C36	-462
D36	317
E36	-22
F36	-214
G36	-464
H36	-53
I36	0
J36	2
A37	-92
B37	0
C37	-53
D37	-38
E37	2
F37	181
G37	2
H37	1348
I37	315
J37	480
A38	49
B38	63
C38	-169
D38	-141
E38	#DIV/0!
F38	-367
G38	46
H38	262
I38	50
J38	0
A39	0
B39	-229
C39	-292
D39	-141
E39	48
F39	-35
G39	-333
H39	378
I39	464
J39	-82
A40	-42
B40	-429
C40	48
D40	-210
E40	221
F40	13858
G40	-248
H40	-490
I40	-82
J40	#DIV/0!
A41	-19
B41	-64
C41	334
D41	-42
E41	1
F41	48
G41	#DIV/0!
H41	-525
I41	-30
J41	-10
A42	#DIV/0!
B42	-33
C42	-345
D42	-351
E42	91
F42	0
G42	-459
H42	-19
I42	6
J42	0
A43	266
B43	-414
C43	43
D43	-525
E43	-351
F43	2004
G43	-312
H43	-21
I43	#DIV/0!
J43	43
A44	302
B44	#DIV/0!
C44	-3
D44	386
E44	145314
F44	-2
G44	369
H44	4
I44	-287
J44	10296
A45	143
B45	41
C45	-417
D45	-133
E45	204
F45	205
G45	220
H45	-39
I45	#DIV/0!
J45	249
A46	-361
B46	-473
C46	-466
D46	-525
E46	-392
F46	41
G46	499
H46	100
I46	0
J46	-56
A47	-671
B47	-317
C47	6
D47	-51623
E47	8
F47	56
G47	5
H47	163464
I47	120
J47	392
A48	-67100
B48	140
C48	-241
D48	440
E48	-48
F48	33
G48	-459
H48	-47040
I48	-392
J48	23
A49	443
B49	148
C49	255
D49	112
E49	180
F49	70
G49	373
H49	196
I49	405
J49	76
A50	-106763
B50	16
C50	56
D50	0
E50	56700
F50	-96
G50	-4
H50	205
I50	298
J50	0
A51	381
B51	236
C51	-38880
D51	-145
E51	99
F51	-371
G51	6272
H51	164
I51	-292
J51	-443
A52	-1
B52	0
C52	129
D52	0
E52	-141
F52	332
G52	-254
H52	-447
I52	-2
J52	49
A53	-435
B53	-38695
C53	-6223
D53	-292
E53	-74
F53	332
G53	-96
H53	-69
I53	129
J53	5
A54	50
B54	131
C54	2
D54	3
E54	230
F54	82
G54	-437
H54	-76
I54	185
J54	-476
A55	11
B55	0
C55	-9694
D55	393
E55	265
F55	-304
G55	-336
H55	367
I55	0
J55	-21
A56	-34
B56	-298
C56	-21
D56	-242
E56	-16800
F56	-9218
G56	203
H56	110
I56	-305
J56	23
A57	-123
B57	-13
C57	47
D57	2
E57	-444
F57	288
G57	329
H57	4
I57	3097248
J57	-16800
A58	224
B58	276
C58	-277
D58	-16910
E58	253
F58	181
G58	0
H58	-316
I58	68
J58	99
A59	87
B59	289
C59	191
D59	8
E59	-91008
F59	-17033
G59	215
H59	278
I59	28
J59	339
A60	407
B60	471
C60	-249
D60	75936
E60	#DIV/0!
F60	-179
G60	-91076
H60	0
I60	-447
J60	393
A61	-413
B61	275
C61	33
D61	-179
E61	0
F61	-416
G61	0
H61	0
I61	270
J61	#DIV/0!
A62	-176
B62	#DIV/0!
C62	0
D62	-131
E62	0
F62	474
G62	9
H62	#DIV/0!
I62	114
J62	-191
A63	0
B63	#DIV/0!
C63	236
D63	-447
E63	4
F63	183
G63	#DIV/0!
H63	0
I63	0
J63	0
A64	#DIV/0!
B64	14
C64	427
D64	340
E64	-443
F64	#DIV/0!
G64	-249
H64	-208
I64	-469
J64	-374
A65	#DIV/0!
B65	#DIV/0!
C65	-457
D65	48
E65	397
F65	#DIV/0!
G65	0
H65	270
I65	#DIV/0!
J65	377
A66	-20
B66	374
C66	166
D66	#DIV/0!
E66	#DIV/0!
F66	5
G66	22
H66	#DIV/0!
I66	#DIV/0!
J66	272
A67	-30
B67	-36
C67	113
D67	#DIV/0!
E67	#DIV/0!
F67	-415
G67	#DIV/0!
H67	#DIV/0!
I67	-412
J67	#DIV/0!
A68	0
B68	253
C68	#DIV/0!
D68	#DIV/0!
E68	#DIV/0!
F68	-161
G68	#DIV/0!
H68	473
I68	1
J68	#DIV/0!
A69	-236
B69	-7
C69	#DIV/0!
D69	162
E69	-451
F69	5
G69	169
H69	-1
I69	#DIV/0!
J69	-341
A70	#DIV/0!
B70	-26
C70	-491
D70	-444
E70	#DIV/0!
F70	-9
G70	#DIV/0!
H70	#DIV/0!
I70	#DIV/0!
J70	295
A71	746
B71	362
C71	165
D71	-74
E71	#DIV/0!
F71	-319
G71	#DIV/0!
H71	#DIV/0!
I71	-380
J71	#DIV/0!
A72	188
B72	-345
C72	207
D72	335
E72	495
F72	-361
G72	#DIV/0!
H72	-319
I72	149
J72	-319
A73	303
B73	294
C73	#DIV/0!
D73	310
E73	-449
F73	-2
G73	3
H73	#DIV/0!
I73	-15
J73	2
A74	-352
B74	#DIV/0!
C74	-104
D74	30
E74	-308
F74	362
G74	#DIV/0!
H74	#DIV/0!
I74	4
J74	-317
A75	-438
B75	-246
C75	-32
D75	1
E75	335
F75	#DIV/0!
G75	-323
H75	273
I75	-138
J75	-77
A76	-340
B76	-326
C76	#DIV/0!
D76	360
E76	0
F76	212
G76	0
H76	-225
I76	#DIV/0!
J76	-481
A77	0
B77	-360
C77	320
D77	-195
E77	#DIV/0!
F77	#DIV/0!
G77	-311
H77	497
I77	#DIV/0!
J77	33
A78	-135
B78	66300
C78	#DIV/0!
D78	-488
E78	382
F78	1
G78	#DIV/0!
H78	-27
I78	275
J78	-495
A79	0
B79	-416
C79	8397
D79	160
E79	-193
F79	-79
G79	387
H79	-345
I79	200
J79	#DIV/0!
A80	420
B80	-314
C80	106425
D80	-10449
E80	475
F80	401
G80	200
H80	-281
I80	10
J80	-574
A81	103
B81	-470
C81	-21
D81	64638
E81	343
F81	-315
G81	-329
H81	-420
I81	260
J81	-137
A82	-106895
B82	-57
C82	-137
D82	-348
E82	-48
F82	1007
G82	268
H82	460
I82	-185
J82	429
A83	266
B83	-189
C83	44
D83	-1
E83	18
F83	-21147
G83	126
H83	-121
I83	-67
J83	363
A84	-48
B84	402
C84	416
D84	227
E84	114
F84	548
G84	452
H84	183
I84	170
J84	-47
A85	-402
B85	-418
C85	-10
D85	-230
E85	362
F85	100
G85	-3594990
H85	1007
I85	132
J85	674
A86	263
B86	203
C86	7
D86	1282
E86	-1700
F86	47
G86	148
H86	-10
I86	-463
J86	452
A87	273
B87	-1
C87	1210
D87	-416
E87	-61
F87	345
G87	122
H87	130
I87	207
J87	0
A88	346
B88	424
C88	-151
D88	-141
E88	-61
F88	0
G88	200
H88	-220
I88	420
J88	3
A89	200
B89	-468
C89	204
D89	-130
E89	302
F89	-61
G89	-342
H89	122
I89	1
J89	-470
A90	200
B90	-69
C90	-250
D90	68
E90	-120
F90	2
G90	177
H90	159
I90	0
J90	-473
A91	2
B91	-69
C91	2
D91	-392
E91	48
F91	-369
G91	-619
H91	70
I91	0
J91	-61
A92	420
B92	354
C92	356
D92	227
E92	281
F92	-619
G92	8280
H92	0
I92	-236
J92	-494
A93	0
B93	-4
C93	402
D93	-195
E93	-76
F93	0
G93	0
H93	-118
I93	-365
J93	-397
A94	-27056
B94	0
C94	-159
D94	-22
E94	-231
F94	236
G94	-397
H94	-265
I94	-44
J94	-118
A95	91707
B95	-448
C95	-313
D95	-265
E95	-259
F95	-307
G95	0
H95	0
I95	-27453
J95	4
A96	498
B96	2
C96	0
D96	1
E96	-656
F96	-430
G96	78
H96	-366
I96	55
J96	281
A97	344
B97	-494
C97	-294
D97	91709
E97	492
F97	-274
G97	-264
H97	#DIV/0!
I97	-209
J97	-20
A98	66
B98	-54
C98	-294
D98	#DIV/0!
E98	-274
F98	235
G98	316
H98	-322
I98	382
J98	-246012
A99	-69090
B99	-49
C99	-10
D99	107
E99	382
F99	-294
G99	5880
H99	-286
I99	2
J99	-1
A100	-69156
B100	160
C100	-340
D100	-466
E100	-286
F100	-204
G100	-233
H100	244
I100	310
J100	91707
A101	-69294
B101	-446
C101	80
D101	5
E101	48
F101	-491
G101	-89006
H101	2
I101	-70
J101	-170
A102	-10
B102	-405
C102	382
D102	107
E102	-414
F102	75
G102	170
H102	172
I102	-318
J102	252
A103	-84452
B103	-64
C103	226
D103	481
E103	-319
F103	-453
G103	68850
H103	68976
I103	-303
J103	-10
A104	-10
B104	282
C104	144
D104	-228
E104	-156
F104	323
G104	-272
H104	-29
I104	252
J104	-37
A105	-8
B105	2
C105	-318
D105	-37
E105	-316
F105	-365
G105	367
H105	0
I105	372
J105	-173
A106	1
B106	-688
C106	-319
D106	-321
E106	493
F106	0
G106	-69
H106	-8
I106	-425
J106	483
A107	1
B107	-242
C107	0
D107	-351
E107	407
F107	279
G107	183396
H107	-213
I107	-334
J107	-117073
A108	-32
B108	8
C108	-78
D108	-20
E108	-53
F108	1696
G108	-316
H108	127
I108	0
J108	-84
A109	-425
B109	-128612
C109	-428
D109	-264
E109	-409
F109	-145
G109	-84
H109	-284
I109	0
J109	-57
A110	452
B110	-316
C110	93
D110	-462
E110	65
F110	294
G110	-128928
H110	5
I110	-433
J110	-32
A111	-20
B111	372
C111	5
D111	445
E111	-355
F111	6
G111	282
H111	233
I111	-295
J111	191
A112	-171
B112	78
C112	-53
D112	-234
E112	323
F112	-430
G112	128573
H112	81
I112	0
J112	-60
A113	295
B113	418
C113	0
D113	-191
E113	15471
F113	345
G113	-315
H113	-60
I113	-108
J113	-114665
A114	-447
B114	-383
C114	252
D114	0
E114	0
F114	230
G114	124
H114	-64
I114	200
J114	-429
A115	-345
B115	357
C115	-208
D115	245
E115	-396
F115	108
G115	0
H115	-321
I115	105
J115	-114465
A116	285
B116	0
C116	45
D116	50
E116	265
F116	-114717
G116	167
H116	-145
I116	81
J116	-229428
A117	301
B117	-458987
C117	-6
D117	455
E117	264
F117	167
G117	241
H117	474
I117	191
J117	109
A118	#DIV/0!
B118	-200
C118	0
D118	-9
E118	116
F118	301
G118	236
H118	474
I118	2
J118	279
A119	5
B119	404
C119	287
D119	190
E119	-113
F119	#DIV/0!
G119	-268
H119	0
I119	-119
J119	-139
A120	0
B120	-206
C120	-400
D120	51
E120	#DIV/0!
F120	269
G120	#DIV/0!
H120	4
I120	-295
J120	-240
A121	206
B121	-399
C121	#DIV/0!
D121	-265
E121	238
F121	-425
G121	6
H121	#DIV/0!
I121	4
J121	-59
A122	-96
B122	-240
C122	-89
D122	32
E122	-960
F122	222
G122	-107331
H122	355
I122	170000
J122	26
A123	-482
B123	-1
C123	37
D123	-56
E123	35
F123	-475
G123	-236
H123	346
I123	355
J123	445
A124	4
B124	#DIV/0!
C124	-399
D124	-240
E124	-472
F124	392
G124	207
H124	-402
I124	-5
J124	-321
A125	-420
B125	-342
C125	206
D125	-141645
E125	-7
F125	-500
G125	0
H125	#DIV/0!
I125	-375
J125	-327
A126	-107331
B126	271
C126	56
D126	446
E126	-485
F126	229
G126	#DIV/0!
H126	3
I126	120375
J126	389
A127	-417
B127	-423
C127	424
D127	#DIV/0!
E127	#DIV/0!
F127	-6
G127	-246
H127	-397
I127	-263
J127	-220
A128	-789
B128	-114
C128	-307
D128	-646
E128	229
F128	383
G128	1
H128	-420
I128	-246
J128	302
A129	-135
B129	-316
C129	-151
D129	-373
E129	48222
F129	-307
G129	-108537
H129	-240
I129	-119
J129	-183
A130	303
B130	20862
C130	-307
D130	275
E130	334
F130	67
G130	181
H130	-435
I130	-727
J130	-237
A131	139
B131	-88
C131	171
D131	149
E131	488
F131	496
G131	-303
H131	28203
I131	-232
J131	-94
A132	-147
B132	-578
C132	17
D132	20774
E132	197
F132	390
G132	-439
H132	125
I132	348
J132	-156
A133	-394
B133	-578
C133	-311
D133	-201
E133	-225
F133	0
G133	96
H133	17
I133	-221
J133	0
A134	0
B134	-45
C134	0
D134	-421
E134	0
F134	-164
G134	-138
H134	-25
I134	0
J134	149
A135	-138
B135	199
C135	139
D135	-184
E135	-207
F135	3
G135	-34
H135	-437
I135	149
J135	325
A136	0
B136	216
C136	-322
D136	#DIV/0!
E136	205
F136	-487
G136	-104
H136	-79
I136	-132
J136	-151
A137	0
B137	28
C137	-314
D137	-116
E137	0
F137	455
G137	-120
H137	-26
I137	229
J137	-253
A138	-245
B138	0
C138	-215
D138	-42
E138	276
F138	-4228
G138	102
H138	0
I138	130
J138	#DIV/0!
A139	146
B139	-157
C139	-63
D139	24
E139	-479
F139	229
G139	-4228
H139	495
I139	475
J139	-380
A140	-40
B140	421
C140	-444
D140	-301
E140	6
F140	-63
G140	-406
H140	447
I140	393
J140	-245
A141	417
B141	-1779988
C141	-14427
D141	-137
E141	-492
F141	416
G141	448
H141	367
I141	95
J141	366
A142	-14182
B142	0
C142	172
D142	-393
E142	-241
F142	74
G142	455
H142	-492
I142	316
J142	-63
A143	58
B143	203840
C143	-51
D143	-5985
E143	98
F143	-14668
G143	0
H143	0
I143	24
J143	412
A144	-202
B144	-5985
C144	78
D144	5
E144	173
F144	-333
G144	0
H144	-35
I144	24
J144	4
A145	-176
B145	474
C145	5
D145	-14511
E145	256
F145	-86
G145	-98
H145	-241
I145	-2465820
J145	#DIV/0!
A146	221
B146	153
C146	-162
D146	-91
E146	-17
F146	0
G146	4
H146	#DIV/0!
I146	83
J146	19
A147	304
B147	-13864
C147	41918940
D147	#DIV/0!
E147	320
F147	459
G147	97
H147	-86
I147	0
J147	-1204413
A148	-177
B148	308
C148	180
D148	-2465820
E148	#DIV/0!
F148	-138
G148	-285
H148	-386
I148	-14628
J148	64
A149	-442
B149	-216794340
C149	53
D149	-179
E149	-177
F149	212
G149	-305
H149	-17169
I149	104
J149	308
A150	-444
B150	-229
C150	4
D150	-179
E150	268
F150	121
G150	-286
H150	-410
I150	484
J150	55440
